username,review_date,movie_title,movie_slug,score,helpful_responses,total_responses
43in2014,2014-06-25,Captain America: The Winter Soldier,/movie/captain-america-the-winter-soldier,8,0,0
43in2014,2014-06-25,The LEGO Movie,/movie/the-lego-movie,6,0,2
43in2014,2014-06-25,American Hustle,/movie/american-hustle,4,1,2
43in2014,2014-06-25,X-Men: Days of Future Past,/movie/x-men-days-of-future-past,9,0,0
43in2014,2014-06-25,The Dark Knight Rises,/movie/the-dark-knight-rises,9,0,1
43in2014,2014-06-25,The Grand Budapest Hotel,/movie/the-grand-budapest-hotel,9,0,0
43in2014,2014-06-25,22 Jump Street,/movie/22-jump-street,6,0,0
43in2014,2014-06-17,Transformers,/movie/transformers,6,0,0
43in2014,2014-06-17,Twilight,/movie/twilight,5,0,0
43in2014,2014-06-17,WALL-E,/movie/wall-e,6,0,0
43in2014,2014-06-17,Up,/movie/up,6,0,0
43in2014,2014-06-17,Captain Phillips,/movie/captain-phillips,8,0,0
43in2014,2014-06-17,Edge of Tomorrow,/movie/edge-of-tomorrow,8,0,0
43in2014,2014-06-17,Man of Steel,/movie/man-of-steel,6,0,0
43in2014,2014-06-17,World War Z,/movie/world-war-z,6,0,0
4DFilms,2012-10-15,Antichrist,/movie/antichrist,8,0,0
4DFilms,2012-09-20,Bachelorette,/movie/bachelorette,7,0,1
4DFilms,2012-02-25,The Artist,/movie/the-artist,8,0,1
4DFilms,2012-01-05,A Town Called Panic,/movie/a-town-called-panic,10,0,0
4DFilms,2011-12-25,The Girl with the Dragon Tattoo,/movie/the-girl-with-the-dragon-tattoo-2011,4,0,3
5thStFreddie,2015-01-15,Boyhood,/movie/boyhood,1,6,8
5thStFreddie,2015-01-15,Foxcatcher,/movie/foxcatcher,3,1,2
5thStFreddie,2015-01-15,Nightcrawler,/movie/nightcrawler,9,0,0
5thStFreddie,2015-01-15,The Imitation Game,/movie/the-imitation-game,9,1,2
5thStFreddie,2015-01-15,Inherent Vice,/movie/inherent-vice,2,1,2
5thStFreddie,2014-12-25,Gone Girl,/movie/gone-girl,4,1,1
5thStFreddie,2014-12-25,Wild,/movie/wild,4,1,2
722oakland,2014-01-13,12 Years a Slave,/movie/12-years-a-slave,10,0,0
7dogguy,2013-05-31,The Last Airbender,/movie/the-last-airbender,10,0,4
7dogguy,2013-03-02,Enchanted,/movie/enchanted,10,0,0
7dogguy,2013-02-03,American Reunion,/movie/american-reunion,4,0,0
7dogguy,2013-01-10,Sweeney Todd: The Demon Barber of Fleet Street,/movie/sweeney-todd-the-demon-barber-of-fleet-street,10,0,0
7dogguy,2012-10-22,The Woman in Black,/movie/the-woman-in-black,9,0,0
7dogguy,2012-10-20,Up,/movie/up,10,0,0
7dogguy,2012-10-13,BASEketball,/movie/baseketball,7,0,0
7dogguy,2012-07-14,Cloverfield,/movie/cloverfield,8,0,0
7dogguy,2012-05-31,Silent Hill,/movie/silent-hill,10,1,1
7dogguy,2012-04-14,The Three Stooges,/movie/the-three-stooges,10,1,2
7dogguy,2012-04-13,Bruno,/movie/bruno,0,0,0
7dogguy,2012-04-13,American Pie,/movie/american-pie,1,3,9
7dogguy,2012-04-13,The Hunger Games,/movie/the-hunger-games,8,0,0
7dogguy,2012-04-13,Jack and Jill,/movie/jack-and-jill,0,0,0
7dogguy,2012-02-15,The Hangover,/movie/the-hangover,3,3,6
7dogguy,2012-02-15,Coraline,/movie/coraline,10,0,0
7macaw,2013-12-03,Skyfall,/movie/skyfall,3,0,0
7macaw,2013-12-03,Riddick,/movie/riddick,9,0,1
7macaw,2013-12-03,Gravity,/movie/gravity,8,0,0
A113,2011-09-25,The Princess and the Frog,/movie/the-princess-and-the-frog,10,1,1
A113,2011-09-25,Bolt,/movie/bolt,5,0,2
A113,2011-09-25,WALL-E,/movie/wall-e,10,2,2
A_Northerner,2013-10-10,Blue Valentine,/movie/blue-valentine,7,0,0
A_Northerner,2013-09-11,Serpico (re-release),/movie/serpico,9,0,0
A_Northerner,2013-09-08,Contraband,/movie/contraband,7,0,0
A_Northerner,2013-08-31,Wrath of the Titans,/movie/clash-of-the-titans-2,5,0,0
A_Northerner,2013-08-31,J. Edgar,/movie/j-edgar,7,0,0
A_Northerner,2013-08-31,Ice Age: Continental Drift,/movie/ice-age-continental-drift,5,0,0
A_Northerner,2013-08-26,10 Years,/movie/10-years,5,0,0
A_Northerner,2013-08-17,"For a Good Time, Call...",/movie/for-a-good-time-call,7,0,0
A_Northerner,2013-07-29,"Monsters, Inc.",/movie/monsters-inc,7,0,0
A_Northerner,2013-07-27,"Lock, Stock and Two Smoking Barrels",/movie/lock-stock-and-two-smoking-barrels,9,0,0
A_Northerner,2013-07-24,The Raven,/movie/the-raven,5,0,0
A_Northerner,2013-07-07,Brake,/movie/brake,6,0,0
A_Northerner,2013-07-07,Gangster Squad,/movie/gangster-squad,6,0,0
A_Northerner,2013-07-06,Madagascar 3: Europe's Most Wanted,/movie/madagascar-3-europes-most-wanted,7,0,0
A_Northerner,2013-06-28,World War Z,/movie/world-war-z,7,1,1
A_Northerner,2013-06-22,Defiance,/movie/defiance,6,0,0
A_Northerner,2013-06-21,Robin Hood,/movie/robin-hood,7,0,0
A_Northerner,2013-06-09,Immortals,/movie/immortals,5,0,0
A_Northerner,2013-05-29,The Great Gatsby,/movie/the-great-gatsby,7,6,9
A_Northerner,2013-05-27,John Carter,/movie/john-carter,5,0,0
A_Northerner,2012-03-27,In Time,/movie/in-time,7,0,0
A_Northerner,2012-03-27,Little Fockers,/movie/little-fockers,5,0,0
A_Northerner,2013-05-11,The Amazing Spider-Man,/movie/the-amazing-spider-man,8,0,0
A_Northerner,2013-05-03,The Place Beyond the Pines,/movie/the-place-beyond-the-pines,8,0,0
A_Northerner,2013-04-17,The Taking of Pelham 1 2 3,/movie/the-taking-of-pelham-1-2-3,6,0,0
A_Northerner,2013-04-17,Lockout,/movie/lockout,7,0,0
A_Northerner,2013-04-03,Thirteen Days,/movie/thirteen-days,8,0,0
A_Northerner,2013-03-31,Moneyball,/movie/moneyball,9,0,0
A_Northerner,2013-03-29,Men in Black III,/movie/men-in-black-iii,7,0,0
A_Northerner,2013-03-28,Margin Call,/movie/margin-call,8,0,0
A_Northerner,2013-03-26,Chronicle,/movie/chronicle-2012,6,0,0
A_Northerner,2013-03-22,Battleship,/movie/battleship,4,0,0
A_Northerner,2013-03-18,Terminator Salvation,/movie/terminator-salvation,5,0,1
A_Northerner,2013-03-11,Oz the Great and Powerful,/movie/oz-the-great-and-powerful,6,0,1
A_Northerner,2013-03-02,The Artist,/movie/the-artist,8,0,0
A_Northerner,2013-03-02,Piranha 3-D,/movie/piranha-3-d,7,0,0
A_Northerner,2013-02-23,The Dark Knight Rises,/movie/the-dark-knight-rises,9,0,0
A_Northerner,2013-02-22,X-Men: First Class,/movie/x-men-first-class,8,0,0
A_Northerner,2013-02-22,The Vow,/movie/the-vow,6,0,0
A_Northerner,2013-02-18,Lincoln,/movie/lincoln,9,0,0
A_Northerner,2013-02-18,Bridesmaids,/movie/bridesmaids,8,0,0
A_Northerner,2013-02-18,Limitless,/movie/limitless,6,0,0
A_Northerner,2013-02-11,Looper,/movie/looper,9,0,0
A_Northerner,2013-02-11,The Campaign,/movie/dog-fight,7,0,1
A_Northerner,2013-02-11,There Will Be Blood,/movie/there-will-be-blood,9,1,1
A_Northerner,2013-02-07,The Adventures of Tintin,/movie/the-adventures-of-tintin,7,0,0
A_Northerner,2013-01-09,The Avengers,/movie/the-avengers-2012,8,0,0
A_Northerner,2013-01-05,Mission: Impossible - Ghost Protocol,/movie/mission-impossible---ghost-protocol,8,0,0
A_Northerner,2013-01-05,Friends with Benefits,/movie/friends-with-benefits,7,0,0
A_Northerner,2013-01-05,Ted,/movie/ted,6,0,0
A_Northerner,2013-01-04,The Sitter,/movie/the-sitter,5,0,0
A_Northerner,2013-01-02,Life of Pi,/movie/life-of-pi,9,0,0
A_Northerner,2012-12-24,The Expendables,/movie/the-expendables,5,0,0
A_Northerner,2012-12-22,District 9,/movie/district-9,9,0,0
A_Northerner,2012-12-22,The Abyss,/movie/the-abyss,8,1,1
A_Northerner,2012-12-22,Cowboys & Aliens,/movie/cowboys-aliens,6,1,1
A_Northerner,2012-11-11,The Tree of Life,/movie/the-tree-of-life,6,0,0
A_Northerner,2012-11-11,The Girl with the Dragon Tattoo,/movie/the-girl-with-the-dragon-tattoo-2011,8,0,0
A_Northerner,2012-11-11,"Crazy, Stupid, Love",/movie/crazy-stupid-love,7,0,0
A_Northerner,2012-11-11,The Rock,/movie/the-rock,7,0,1
A_Northerner,2012-11-11,The Proposal,/movie/the-proposal,5,0,0
A_Northerner,2012-11-11,The Wrestler,/movie/the-wrestler,9,0,0
A_Northerner,2012-11-11,American History X,/movie/american-history-x,9,0,0
A_Northerner,2012-11-11,Moonrise Kingdom,/movie/moonrise-kingdom,9,0,1
A_Northerner,2012-11-11,Rendition,/movie/rendition,6,0,0
A_Northerner,2012-11-11,Prometheus,/movie/prometheus,8,0,1
A_Northerner,2012-11-11,The Fifth Element,/movie/the-fifth-element,8,1,1
A_Northerner,2012-11-11,The Hunger Games,/movie/the-hunger-games,6,0,0
A_Northerner,2012-09-08,Tinker Tailor Soldier Spy,/movie/tinker-tailor-soldier-spy,6,0,0
A_Northerner,2012-09-01,Apollo 18,/movie/apollo-18,6,0,0
A_Northerner,2012-08-30,Son of Rambow,/movie/son-of-rambow,7,0,0
A_Northerner,2012-08-24,Blade Runner,/movie/blade-runner,8,0,0
A_Northerner,2012-08-12,Captain America: The First Avenger,/movie/captain-america-the-first-avenger,6,0,0
A_Northerner,2012-08-11,The Bad Lieutenant: Port of Call - New Orleans,/movie/the-bad-lieutenant-port-of-call---new-orleans,7,0,0
A_Northerner,2012-08-11,Iron Man 2,/movie/iron-man-2,6,0,0
A_Northerner,2012-07-28,Transformers: Dark of the Moon,/movie/transformers-dark-of-the-moon,5,0,0
A_Northerner,2012-07-28,Bad Teacher,/movie/bad-teacher,7,0,0
A_Northerner,2012-07-16,Senna,/movie/senna,9,0,0
A_Northerner,2012-07-15,True Grit,/movie/true-grit,9,0,0
A_Northerner,2012-07-15,Thor,/movie/thor,0,0,0
A_Northerner,2012-07-15,13 Assassins,/movie/13-assassins,8,0,0
A_Northerner,2012-07-15,Predators,/movie/predators,5,0,0
A_Northerner,2012-07-07,The Lincoln Lawyer,/movie/the-lincoln-lawyer,7,0,0
A_Northerner,2012-06-16,Star Trek,/movie/star-trek,7,0,0
A_Northerner,2012-06-06,Frost/Nixon,/movie/frostnixon,8,0,0
A_Northerner,2012-06-04,American Reunion,/movie/american-reunion,6,0,0
A_Northerner,2012-06-04,Wanted,/movie/wanted,7,1,2
A_Northerner,2012-06-04,Law Abiding Citizen,/movie/law-abiding-citizen,7,1,1
A_Northerner,2012-05-24,Transformers: Revenge of the Fallen,/movie/transformers-revenge-of-the-fallen,5,0,0
A_Northerner,2012-04-26,True Romance,/movie/true-romance,8,0,1
A_Northerner,2012-04-14,Sucker Punch,/movie/sucker-punch,3,0,0
A_Northerner,2012-04-13,Memento,/movie/memento,9,2,2
A_Northerner,2012-04-07,Up,/movie/up,8,0,0
A_Northerner,2012-04-02,The Incredible Hulk,/movie/the-incredible-hulk,6,0,0
A_Northerner,2012-03-28,21 Jump Street,/movie/21-jump-street,8,1,4
A_Northerner,2012-03-27,Devil,/movie/devil,7,0,0
A_Northerner,2012-03-27,Drive,/movie/drive,10,0,0
A_Northerner,2012-03-27,Clash of the Titans,/movie/clash-of-the-titans,6,0,0
A_Northerner,2012-03-27,Carnage,/movie/carnage-2011,8,0,0
A_Northerner,2012-03-27,Righteous Kill,/movie/righteous-kill,4,0,0
A_Northerner,2012-03-27,Safe House,/movie/safe-house,7,0,0
A_Northerner,2012-03-27,Battle: Los Angeles,/movie/battle-los-angeles,7,0,0
aabender002,2010-08-11,The Other Guys,/movie/the-other-guys,9,0,2
aabender002,2010-08-11,Toy Story 3,/movie/toy-story-3,10,0,0
aabender002,2010-08-11,Hot Tub Time Machine,/movie/hot-tub-time-machine,8,0,0
aabender002,2010-08-11,Alice in Wonderland,/movie/alice-in-wonderland,6,0,0
aabender002,2010-08-11,Despicable Me,/movie/despicable-me,8,0,1
aabender002,2010-08-11,Shrek Forever After,/movie/shrek-forever-after,7,0,0
aabender002,2010-08-11,Iron Man 2,/movie/iron-man-2,7,0,0
aabender002,2010-08-11,Date Night,/movie/date-night,7,1,1
aabender002,2010-08-11,Kick-Ass,/movie/kick-ass,9,0,0
aabender002,2010-08-11,Shutter Island,/movie/shutter-island,10,0,1
aabender002,2010-08-11,Inception,/movie/inception,10,0,1
aarnie,2012-08-06,In Time,/movie/in-time,4,1,1
aarnie,2012-07-19,The Lord of the Rings: The Return of the King,/movie/the-lord-of-the-rings-the-return-of-the-king,10,2,2
AaronAnimated,2012-01-28,The Artist,/movie/the-artist,9,1,2
aaronbartuska,2015-01-16,Extremely Loud and Incredibly Close,/movie/extremely-loud-and-incredibly-close,1,0,0
aaronbartuska,2015-01-12,ABCs of Death 2,/movie/abcs-of-death-2,6,1,1
aaronbartuska,2015-01-12,The Amazing Spider-Man 2,/movie/the-amazing-spider-man-2,7,0,0
aaronbartuska,2015-01-12,The Amazing Spider-Man,/movie/the-amazing-spider-man,6,0,0
aaronbartuska,2015-01-12,Gravity,/movie/gravity,7,0,0
aaronbartuska,2015-01-12,The Theory of Everything,/movie/the-theory-of-everything,6,0,3
aaronbartuska,2015-01-12,Whiplash,/movie/whiplash,10,2,3
AaronM,2015-01-06,Unbroken,/movie/unbroken,8,0,0
AaronM,2015-01-06,Into the Woods,/movie/into-the-woods,6,2,2
AaronM,2012-12-28,Les Miserables,/movie/les-miserables,4,1,3
AaronM,2012-09-08,The Words,/movie/the-words,7,1,1
AaronM,2011-05-31,Love and Other Drugs,/movie/love-and-other-drugs,9,1,1
AaronM,2011-05-28,The Hangover Part II,/movie/the-hangover-part-ii,8,0,0
AaronM,2011-05-13,Bridesmaids,/movie/bridesmaids,4,3,12
AaronM,2011-04-04,Source Code,/movie/source-code,7,0,0
AaronM,2011-04-01,Limitless,/movie/limitless,5,0,1
AaronM,2011-04-01,Sucker Punch,/movie/sucker-punch,8,1,1
AaronM,2011-03-14,Beastly,/movie/beastly,4,4,4
AaronM,2011-02-06,Black Swan,/movie/black-swan,8,0,2
AaronM,2011-01-24,The Green Hornet,/movie/the-green-hornet,3,7,11
AaronM,2010-10-30,Hereafter,/movie/hereafter,9,1,3
AaronM,2010-10-30,Saw 3D,/movie/saw-3d,4,0,0
AaronM,2010-10-25,Paranormal Activity 2,/movie/paranormal-activity-2,7,1,2
AaronM,2010-10-11,Shrek Forever After,/movie/shrek-forever-after,9,0,0
AaronM,2010-10-11,The Karate Kid,/movie/karatekid,9,0,0
AaronM,2010-10-11,Toy Story 3,/movie/toy-story-3,5,7,44
AaronM,2010-10-11,Knight and Day,/movie/knight-and-day,2,0,2
AaronM,2010-10-11,The Last Airbender,/movie/the-last-airbender,2,8,11
AaronM,2010-10-11,The Twilight Saga: Eclipse,/movie/the-twilight-saga-eclipse,7,0,1
AaronM,2010-10-11,Inception,/movie/inception,9,4,7
AaronM,2010-10-11,Salt,/movie/salt,7,0,1
AaronM,2010-10-11,Scott Pilgrim vs. the World,/movie/scott-pilgrim-vs-the-world,10,8,8
AaronM,2010-10-11,Takers,/movie/takers,7,0,1
AaronM,2010-10-11,Devil,/movie/devil,8,0,2
AaronM,2010-10-11,The Town,/movie/the-town,8,0,0
AaronM,2010-10-11,The Social Network,/movie/the-social-network,7,1,4
aaronpaul121,2015-03-05,The Lion King,/movie/the-lion-king,9,0,0
aaronpaul121,2015-03-05,The Social Network,/movie/the-social-network,10,0,0
aaronpaul121,2015-03-04,Fifty Shades of Grey,/movie/fifty-shades-of-grey,2,0,0
aaronpaul121,2015-03-04,Seventh Son,/movie/seventh-son,6,0,0
aaronpaul121,2015-02-10,"Love, Rosie",/movie/love-rosie,8,1,3
aaronpaul121,2014-08-13,God's Not Dead,/movie/gods-not-dead,5,2,3
aaronpaul121,2013-12-26,The Hunger Games: Catching Fire,/movie/the-hunger-games-catching-fire,7,1,1
aaronpaul121,2013-11-05,Wreck-It Ralph,/movie/wreck-it-ralph,8,0,0
aaronpaul121,2013-09-24,Titanic,/movie/titanic,9,0,1
aaronpaul121,2012-10-13,The Rite,/movie/the-rite,7,0,0
aaronpaul121,2012-10-03,Cars 2,/movie/cars-2,6,0,0
aaronpaul121,2012-10-03,Pokémon: The Movie 2000,/movie/pokemon-the-movie-2000,0,0,3
aaronpaul121,2012-10-03,Pokémon 3: The Movie,/movie/pokemon-3-the-movie,0,0,2
aaronpaul121,2012-10-03,Pokémon Heroes,/movie/pokemon-heroes,0,1,3
aaronpaul121,2012-10-03,Pokémon: The First Movie - Mewtwo Strikes Back!,/movie/pokmon-the-first-movie---mewtwo-strikes-back!,1,2,8
aaronpaul121,2012-10-03,Finding Nemo,/movie/finding-nemo,9,0,0
aaronpaul121,2012-10-03,The Fly,/movie/the-fly,8,0,0
aaronpaul121,2012-10-03,The Ring,/movie/the-ring,5,0,0
aaronpaul121,2012-10-01,Alvin and the Chipmunks,/movie/alvin-and-the-chipmunks,2,0,0
aaronpaul121,2012-10-01,Piranha 3DD,/movie/piranha-3dd,0,0,0
aaronpaul121,2012-10-01,Soul Surfer,/movie/soul-surfer,6,0,0
aaronpaul121,2012-09-24,Chaos,/movie/chaos,0,5,5
aaronpaul121,2012-09-24,Bio-Dome,/movie/bio-dome,0,0,0
aaronpaul121,2012-09-24,Toy Story 2,/movie/toy-story-2,10,0,0
aaronpaul121,2012-07-22,Anaconda,/movie/anaconda,4,0,0
aaronpaul121,2012-06-13,Megamind,/movie/megamind,7,1,1
aaronpaul121,2012-05-30,Species II,/movie/species-ii,0,1,1
aaronpaul121,2012-05-30,E.T.: The Extra-Terrestrial (re-release),/movie/et-the-extra-terrestrial-re-release,9,0,0
aaronpaul121,2012-05-28,Ice Age: The Meltdown,/movie/ice-age-the-meltdown,6,0,0
aaronpaul121,2012-05-28,Ice Age: Dawn of the Dinosaurs,/movie/ice-age-dawn-of-the-dinosaurs,4,0,0
aaronpaul121,2012-05-28,Chicken Little,/movie/chicken-little,1,1,1
aaronpaul121,2012-05-28,Madagascar,/movie/madagascar,2,0,1
aaronpaul121,2012-05-27,Shrek the Third,/movie/shrek-the-third,4,0,0
aaronpaul121,2012-05-26,Shrek Forever After,/movie/shrek-forever-after,0,1,2
aaronpaul121,2012-05-26,The Godfather: Part III,/movie/the-godfather-part-iii,4,0,1
aaronpaul121,2012-05-26,The Descendants,/movie/the-descendants,8,0,0
aaronpaul121,2012-05-26,Bridge to Terabithia,/movie/bridge-to-terabithia,4,0,0
aaronpaul121,2012-05-26,"Monsters, Inc.",/movie/monsters-inc,9,0,0
aaronpaul121,2012-05-26,The Passion of the Christ,/movie/the-passion-of-the-christ,7,0,0
aaronpaul121,2012-05-26,The Help,/movie/the-help,8,0,0
aaronpaul121,2012-05-26,The Last Airbender,/movie/the-last-airbender,0,0,0
aaronpaul121,2012-05-25,Tangled,/movie/tangled,7,0,0
aaronpaul121,2012-05-25,Surrogates,/movie/surrogates,1,1,1
aaronpaul121,2012-05-25,The Artist,/movie/the-artist,9,0,0
aaronpaul121,2012-05-25,Waltz with Bashir,/movie/waltz-with-bashir,9,0,0
aaronpaul121,2012-05-25,The Singing Forest,/movie/the-singing-forest,0,1,1
aaronpaul121,2012-05-25,Over the Hedge,/movie/over-the-hedge,7,0,0
aaronpaul121,2012-05-25,Kung Fu Panda,/movie/kung-fu-panda,8,1,1
aaronpaul121,2012-05-25,Jimmy Neutron: Boy Genius,/movie/jimmy-neutron-boy-genius,6,0,3
aaronpaul121,2012-05-25,The Silence of the Lambs,/movie/the-silence-of-the-lambs,9,0,0
aaronpaul121,2012-05-25,The Princess and the Frog,/movie/the-princess-and-the-frog,7,0,0
aaronpaul121,2012-05-25,The Karate Kid,/movie/karatekid,1,0,0
aaronpaul121,2012-05-25,The Spiderwick Chronicles,/movie/the-spiderwick-chronicles,7,0,0
aaronpaul121,2012-05-25,Avatar,/movie/avatar,6,1,2
aaronpaul121,2012-05-25,Rocky V,/movie/rocky-v,0,0,0
aaronpaul121,2012-05-25,High School Musical 3: Senior Year,/movie/high-school-musical-3-senior-year,0,0,0
aaronpaul121,2012-05-25,Sorority Row,/movie/sorority-row,0,0,0
aaronpaul121,2012-05-25,Spirited Away,/movie/spirited-away,9,0,0
aaronpaul121,2012-05-25,Pan's Labyrinth,/movie/pans-labyrinth,9,0,1
aaronpaul121,2012-05-25,Shrek 2,/movie/shrek-2,8,2,2
aaronpaul121,2012-05-25,The Exorcist [re-release],/movie/the-exorcist-re-release,9,1,1
aaronpaul121,2012-05-25,The Incredibles,/movie/the-incredibles,9,0,1
aaronpaul121,2012-05-25,Cabin Fever,/movie/cabin-fever,2,0,0
aaronpaul121,2012-05-25,WALL-E,/movie/wall-e,9,0,0
aaronpaul121,2012-05-25,The SpongeBob SquarePants Movie,/movie/the-spongebob-squarepants-movie,2,0,5
aaronpaul121,2012-05-25,Tooth Fairy,/movie/tooth-fairy,0,0,0
aaronpaul121,2012-05-25,The Host,/movie/the-host,5,0,0
aaronpaul121,2012-05-25,The Godfather: Part II,/movie/the-godfather-part-ii,8,0,0
aaronpaul121,2012-05-25,Black Swan,/movie/black-swan,9,0,0
aaronpaul121,2012-05-25,The Godfather,/movie/the-godfather,10,0,0
aaronpaul121,2012-05-25,Cars,/movie/cars,7,0,0
aaronpaul121,2012-05-24,Mulan,/movie/mulan,9,0,0
aaronpaul121,2012-05-24,Ice Age,/movie/ice-age,8,0,0
aaronpaul121,2012-05-24,Bee Movie,/movie/bee-movie,5,0,0
aaronpaul121,2012-05-24,Killers,/movie/killers,0,0,0
aaronpaul121,2012-05-24,The Adventures of Sharkboy and Lavagirl 3-D,/movie/the-adventures-of-sharkboy-and-lavagirl-3-d,1,1,1
aaronpaul121,2012-05-24,Drag Me to Hell,/movie/drag-me-to-hell,6,0,3
aaronpaul121,2012-05-24,Shrek,/movie/shrek,7,2,2
aaronpaul121,2012-05-24,The Twilight Saga: Eclipse,/movie/the-twilight-saga-eclipse,4,0,0
aaronpaul121,2012-05-24,Coraline,/movie/coraline,9,0,0
